Food Items,Energy kcal,Carbs,Protein(g),Fat(g),Freesugar(g),Fibre(g),Cholestrol(mg),Calcium(mg),Nutrition_Score,Nutrition_Label,Protein_to_Energy,Sugar_to_Carbs,Fat_to_Energy
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,9.7,4.39,76.32,0.16,2.27,0.0,10.6,17,Unhealthy,0.005888665325277144,0.016494845359124245,0.10237424547269969
Masala urad dal vada,703.78,9.93,4.32,71.62,0.7,2.71,0.0,11.87,16,Unhealthy,0.006138281849432866,0.07049345417215575,0.10176475603156987
Khaman (dhokla),54.73,5.36,1.92,2.8,1.36,1.49,0.0,5.31,-2,Healthy,0.03508130823981215,0.25373134323624413,0.05116024118305938
Instant dhokla,207.11,24.11,7.66,9.37,6.86,3.57,2.59,66.58,-1,Healthy,0.03698517695892528,0.2845292409670457,0.04524165902155742
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,0.0,23.63,-1,Healthy,0.023510971786307417,0.6926454444903792,0.007165248544398451
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,0.0,47.59,-1,Healthy,0.03505154639094957,0.6666666665855636,0.008247422680223427
Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.5,2.47,0.0,39.8,-1,Healthy,0.03219785347568367,0.6740196077605368,0.008632757815944173
Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,0.0,46.4,-4,Healthy,0.03347280334650226,0.006795016986772931,0.01441190144085514
Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.4,3.04,3.33,119.57,11,Unhealthy,0.0254838970924993,0.49382716043840325,0.09032745727913417
Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,0.0,15.17,5,Moderate,0.0033246259795378223,0.9233753636797586,0.0013061030633898585
Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,0.0,68.87,-7,Healthy,0.06899532560648974,0.024344176284903585,0.008548376768878312
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,36.72,12.88,15.88,10.41,13.16,0.0,73.55,6,Moderate,0.03718674211792012,0.28349673201842335,0.045848250375199656
Curd mint dip ,76.13,9.11,4.82,2.44,7.83,0.77,8.34,172.79,-2,Healthy,0.06331275449805185,0.85949506027887,0.032050440036358194
Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,6.59,129.58,-1,Healthy,0.06902686354618348,0.8973509932289153,0.03451343177309174
Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,29.91,91.42,9,Moderate,0.012475649687020866,0.914583333142795,0.09715256766238177
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.1,13.52,76.75,-1,Healthy,0.02674542075904735,0.0872745002395283,0.041876825059451304
Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,24.95,150.9,0,Healthy,0.03296124684060151,0.12118365429210036,0.04944187026090227
French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,104.86,100.73,0,Healthy,0.03651941097704675,0.12280701753557308,0.06163319946419474
Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,0.0,95.35,-2,Healthy,0.03715119385181789,0.09778225806123043,0.04339785476495542
Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,21.7,114.99,0,Healthy,0.026243649256090344,0.08733898837300223,0.05073284842263705
Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,2.86,154.53,-3,Healthy,0.035018831637010105,0.11636791066363891,0.03838448593621931
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,22.62,12.58,16.77,1.77,1.53,31.68,78.45,2,Healthy,0.04401987542849738,0.07824933686656722,0.05868150325404619
Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,35.25,117.68,2,Healthy,0.022008393898993388,0.07783222830562607,0.05217183607993936
Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,34.85,157.85,1,Healthy,0.026164005684083575,0.188206785129717,0.05588063194827435
Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,64.42,188.02,10,Moderate,0.021155667824378804,0.11179645334958378,0.07075810201776629
Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,62.46,72.35,3,Moderate,0.028074866310031005,0.18382352939824828,0.07062511524953613
Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,28.38,256.25,1,Healthy,0.03590323639932899,0.1140042223745952,0.051957529098215945
Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,123.49,114.07,2,Healthy,0.035555923915148335,0.10322922180501698,0.06274087273605429
Danish luncheon sandwich,193.82,17.77,9.03,10.1,1.13,1.52,124.4,77.13,-1,Healthy,0.046589619234100765,0.0635903207617563,0.052110205344896764
Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,31.78,65.13,-2,Healthy,0.045865221088191625,0.12909942737485167,0.046928146258254
Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,173.46,33.99,3,Moderate,0.0380638705910195,0.6322711178393458,0.022971733511119103
Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,138.28,42.79,13,Unhealthy,0.019635389440604955,0.698183166455388,0.06455828541536672
Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,118.13,16.39,11,Unhealthy,0.015202552965095283,0.9893979552824915,0.055757468309299896
Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,11,Unhealthy,0.0,0.9001083423423596,0.0
Chocolate pastry,243.37,32.24,7.05,10.12,22.34,0.32,121.03,50.7,6,Moderate,0.028968237662698904,0.6929280396807405,0.04158277519808693
Assorted pastry,230.74,31.99,6.78,8.91,19.7,0.43,131.02,47.2,4,Moderate,0.029383721937984816,0.6158174429316718,0.038614891219387125
Orange gateau,178.05,27.01,4.78,6.02,18.33,0.68,87.91,41.69,6,Moderate,0.026846391462921393,0.6786375416261148,0.03381072732359556
Black forest gateau,217.82,30.57,5.94,8.58,21.97,0.28,107.21,46.79,5,Moderate,0.027270223119882153,0.7186784428943841,0.03939032228427422
Lemon cake,373.85,43.1,5.29,20.63,25.84,0.62,123.01,32.77,15,Unhealthy,0.014150060184528152,0.5995359628631198,0.05518255985005969
Dundee cake,396.62,41.4,7.78,22.7,21.3,1.81,111.12,58.11,14,Unhealthy,0.019615753113762253,0.5144927536107611,0.0572336241237022
Victorian sandwich cake,373.09,44.74,5.18,19.83,28.18,0.59,117.02,36.25,16,Unhealthy,0.013884049425034486,0.6298614215326361,0.053150714304716955
Chocolate eggless cake,312.01,43.45,6.66,13.19,34.2,0.32,35.49,185.38,14,Unhealthy,0.021345469696415677,0.7871116225365453,0.04227428608043885
Orange eggless cake,355.62,52.65,7.16,13.82,37.87,0.56,40.97,205.84,16,Unhealthy,0.02013385073949684,0.7192782525979244,0.038861706315621
Chocolate glace icing,436.29,62.43,3.22,20.8,59.88,0.0,44.49,26.75,21,Unhealthy,0.007380412111193517,0.9591542527477311,0.04767471177416931
Butter icing,500.72,71.64,0.19,25.37,71.64,0.0,65.74,12.48,24,Unhealthy,0.00037945358683419986,0.9999999999860413,0.05066703946307184
Chocolate butter icing,469.59,61.72,3.21,24.77,59.82,0.0,54.9,31.87,23,Unhealthy,0.006835750335384408,0.9692158133349124,0.052748141996097134
Almond biscuit (Badam ke biscuit),407.74,52.14,6.25,19.7,22.19,1.5,73.79,44.05,14,Unhealthy,0.015328395546143797,0.4255849635514848,0.048315102761445246
Orange biscuit,354.78,62.11,3.63,11.01,42.63,0.75,51.51,20.35,16,Unhealthy,0.010231692880065868,0.6863629045131805,0.031033316421356805
Gingerman biscuit,357.43,55.24,6.26,12.73,21.64,2.0,70.42,41.35,10,Moderate,0.01751391880922834,0.39174511223041736,0.0356153652462423
Coffee drops,443.07,43.06,7.57,27.16,18.27,1.88,94.23,57.09,17,Unhealthy,0.017085336402787178,0.42429168600965417,0.06129956891673709
Christmas biscuit,406.07,60.97,5.67,15.88,26.01,2.17,64.54,29.07,13,Unhealthy,0.013963109808619294,0.42660324749177303,0.03910655798251753
Christmas wreath biscuit,386.05,58.07,5.43,15.01,24.89,2.28,60.87,29.71,12,Unhealthy,0.014065535552353152,0.4286206302664264,0.03888097396700199
Christmas bell biscuit,404.85,60.79,5.66,15.84,25.94,2.33,64.34,32.0,13,Unhealthy,0.013980486599940768,0.42671492021012153,0.03912560207474589
Christmas star biscuit,392.03,74.54,3.54,10.04,53.05,1.47,35.98,22.75,16,Unhealthy,0.009029921179478536,0.7116984169477903,0.025610284927108613
Christmas tree biscuit,385.63,58.41,5.43,15.0,24.77,2.65,60.87,35.04,11,Unhealthy,0.014080854705250938,0.42407122067412995,0.0388973886885385
Chocolate cream shells,427.17,59.26,5.1,19.34,34.72,0.9,80.56,28.53,18,Unhealthy,0.011939040662939954,0.585892676331659,0.04527471498456054
Jelly biscuit,404.61,55.24,4.23,19.33,29.76,2.02,44.67,36.46,15,Unhealthy,0.010454511752031699,0.538740043437025,0.04777440003942617
Cherry and walnut cookies,422.6,59.35,5.63,18.75,30.37,1.3,60.15,46.27,16,Unhealthy,0.013322290582079217,0.5117101937571743,0.04436819687637395
Cheese straws,382.0,30.61,9.83,24.28,1.79,1.29,201.93,160.64,11,Unhealthy,0.025732984293126353,0.05847762169034702,0.06356020942391738
Butterfly biscuit,341.45,25.33,9.98,22.11,2.44,1.02,169.12,202.49,10,Moderate,0.029228291111350925,0.09632846426781175,0.06475325816352394
Flan pastry,445.8,47.84,6.72,25.04,6.22,1.58,102.33,21.85,13,Unhealthy,0.01507402422607655,0.130016722405309,0.056168685509070955
Fruit flan,261.35,34.71,3.3,12.48,9.52,0.71,49.52,19.28,7,Moderate,0.012626745743207855,0.27427254392756345,0.0477520566288588
Orange cream flan,280.28,36.16,4.73,13.59,25.27,0.63,119.55,27.9,12,Unhealthy,0.01687598116163524,0.6988384955558951,0.04848722705848264
Fruit puree tart,286.5,30.42,3.35,16.83,9.79,1.31,42.87,19.64,7,Moderate,0.011692844677097058,0.32182774489408844,0.058743455497177154
Apple banana pie,243.99,32.12,3.13,11.39,12.96,1.89,24.66,21.23,6,Moderate,0.012828394606283747,0.40348692402230746,0.04668224107526259
Lemon chiffon pie,259.31,27.63,4.88,14.52,11.39,0.66,70.3,34.43,6,Moderate,0.018819173961594927,0.41223307997060327,0.05599475531195868
Orange chiffon pie,207.57,23.14,3.89,11.16,10.46,0.7,53.94,30.34,5,Moderate,0.018740665799399044,0.4520311149329287,0.05376499494120651
Cream buns,215.74,14.16,4.45,15.81,5.95,0.31,93.93,45.27,6,Moderate,0.020626680263184267,0.4201977400833194,0.07328265504740297
Savoury puffs,190.79,10.8,9.51,15.24,4.51,0.33,70.73,68.83,3,Moderate,0.04984537973662223,0.41759259255392656,0.07987840033502869
Choux swans,216.34,14.92,4.35,15.6,6.13,0.35,92.21,44.67,6,Moderate,0.02010723860580518,0.41085790881964757,0.07210871775874961
Potato aigrettes,530.03,8.01,2.35,54.24,0.73,0.45,49.7,9.2,16,Unhealthy,0.004433711299352049,0.09113607988874706,0.10233383016036389
Cream horns,408.23,23.12,3.42,33.55,7.12,0.6,93.08,30.93,16,Unhealthy,0.008377630257432385,0.3079584774953305,0.08218406290551358
Savoury cheese horns,295.15,21.38,5.66,20.71,2.74,0.73,50.63,121.83,6,Moderate,0.019176689818671266,0.12815715621477283,0.07016771133298268
Paneer patties,338.58,22.79,7.6,23.96,4.04,1.18,45.19,129.9,10,Moderate,0.022446689113289484,0.17727073276975558,0.07076614094137054
Vegetable patties ,261.92,20.98,4.01,17.74,1.49,2.62,39.33,18.96,4,Moderate,0.015310018326148022,0.0710200190623918,0.06773060476455509
Pearl millet infant food (Bajra shishu aahaar),362.44,62.1,11.98,6.62,26.06,7.84,0.0,118.52,6,Moderate,0.033053746826969835,0.41964573268245337,0.018265092153133582
Sajina,345.26,66.87,10.81,3.03,25.89,7.62,0.0,54.4,0,Healthy,0.03130973758897263,0.3871691341350804,0.008775994902366982
Cereal mix ,120.81,21.84,3.32,2.02,10.68,2.03,0.0,21.4,-1,Healthy,0.02748116877719161,0.4890109889885984,0.016720470159616585
Pulse mix,83.29,16.0,3.16,0.54,6.59,2.25,0.0,14.93,-1,Healthy,0.037939728658447115,0.4118749999742578,0.006483371353025773
Shishu ahar,93.37,17.42,2.61,1.43,6.61,1.02,0.0,13.78,0,Healthy,0.027953304058820246,0.37944890927787317,0.015315411802342128
Cereal pulse mix with amylase rice flour,151.57,27.8,4.27,2.74,8.84,3.47,0.0,12.61,-3,Healthy,0.02817180180755973,0.317985611499353,0.018077455960822875
Banana groundnut paste/puree,213.19,36.15,4.27,5.45,31.67,1.7,0.0,74.93,7,Moderate,0.020029082039401336,0.8760719225207174,0.02556405084654269
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,65.04,10.8,8.33,26.54,4.51,0.0,50.46,7,Moderate,0.028174158036083342,0.40805658055953165,0.021730623744497614
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,23.19,3.26,1.06,13.84,1.44,0.0,44.74,1,Healthy,0.027794355869828674,0.5968089693576193,0.009037428595711165
Spinach khichri (Palak khichri/khichdi),102.18,17.35,3.43,1.91,0.21,1.56,0.0,10.43,-2,Healthy,0.03356821295719741,0.012103746396996901,0.01869250342514491
Vegetable mix,174.21,36.02,4.7,0.94,27.36,1.93,2.2,90.06,4,Moderate,0.026978933470943236,0.7595780121943482,0.005395786694188647
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,8.36,2.71,0.94,0.92,1.28,0.0,26.28,-2,Healthy,0.051579748761865635,0.11004784687678855,0.01789113056684638
Maize porridge,89.57,15.64,2.14,1.89,7.69,1.68,0.0,17.02,0,Healthy,0.02389192810065991,0.4916879795082041,0.021100815004788425
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,13.59,3.36,4.39,11.5,2.07,0.0,40.95,0,Healthy,0.031887634051135164,0.8462104487971883,0.04166271234657243
Split bengal gram burfi/fudge (Channa dal burfi),287.36,54.63,4.65,7.09,43.38,2.06,15.06,16.44,12,Unhealthy,0.016181792872994913,0.7940691927367003,0.024672884186996542
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,39.64,4.29,3.42,30.66,2.56,6.15,54.95,5,Moderate,0.02072363653919751,0.7734611503336666,0.016520941017262352
Pearl millet mathri (Bajra mathri),785.08,7.42,1.82,83.12,0.16,1.36,6.55,4.63,18,Unhealthy,0.0023182350843196638,0.021563342315153188,0.10587456055420355
Sesame biscuit (Til ke biscuit),424.03,53.65,8.27,19.34,29.73,6.83,28.19,298.06,12,Unhealthy,0.019503337027994474,0.554147250688646,0.045609980425805705
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,8.68,4.05,67.19,0.35,2.65,0.0,20.5,16,Unhealthy,0.0061590401021850765,0.04032258064051583,0.10217923567057167
Poshtik namak paras,613.39,19.52,6.49,56.58,0.87,4.55,14.3,60.74,13,Unhealthy,0.010580544188834869,0.04456967212886426,0.0922414776894109
Soya chikki,423.7,62.89,7.18,15.51,45.47,3.55,32.71,81.25,17,Unhealthy,0.01694595232471809,0.7230084274014469,0.03660608921398016
Besan bathua chilla/cheela,373.82,40.65,11.48,18.57,1.45,7.79,40.83,64.75,0,Healthy,0.030709967363889815,0.03567035670268954,0.049676314803783435
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,44.31,9.46,19.19,15.94,7.3,25.45,127.29,8,Moderate,0.024138810921091765,0.3597382080713216,0.048966573105259086
Gram flour and semolina dhokla (Besan suji dhokla),198.91,25.92,8.52,7.1,2.58,4.59,1.39,66.66,-5,Healthy,0.042833442260103397,0.09953703703319687,0.03569453521675283
Atta dal burfi ,298.8,40.64,6.66,12.47,21.08,4.08,23.81,17.07,7,Moderate,0.02228915662643143,0.5187007873888115,0.0417336010708108
Soya roti,283.96,40.03,9.18,9.23,1.58,8.71,0.02,53.42,-4,Healthy,0.032328496971290574,0.03947039720111241,0.03250457810947844
Poshtik khichdi/khichri,93.37,15.64,3.04,1.88,0.26,2.0,0.0,30.41,-2,Healthy,0.032558637677706344,0.016624040919653194,0.02013494698489734
Namkeen daliya,295.11,49.32,8.29,7.99,0.82,8.57,0.0,35.98,-5,Healthy,0.028091220222872516,0.016626115165924046,0.027074650130368083
Sprouts upma ,316.25,44.96,9.5,10.44,1.67,7.16,0.0,36.78,-4,Healthy,0.03003952569160462,0.03714412811305284,0.033011857707405494
Semolina idli (Suji/Rava idli),206.39,33.67,9.34,3.47,3.42,5.85,3.48,100.85,-7,Healthy,0.04525413052936066,0.10157410157108482,0.016812830078895235
Poshtik chilla/cheela,159.53,27.47,4.85,3.04,1.22,4.91,0.0,18.18,-6,Healthy,0.03040180530288722,0.04441208591028715,0.019055976932119002
Stuffed bittergourd (dry) (Bharwa karela),217.65,2.49,1.29,22.38,0.07,3.0,0.0,16.72,6,Moderate,0.0059269469331223205,0.028112449787906647,0.10282563749091281
Cauliflower potato canjee,16.79,2.63,0.57,0.39,0.13,0.69,0.0,6.78,0,Healthy,0.033948779033118,0.04942965777588226,0.023228111970028106
Creamed spinach,96.91,4.44,5.18,6.39,1.59,1.33,59.6,122.3,-1,Healthy,0.053451656175281685,0.35810810802745313,0.0659374677529054
Mango milkshake with ice cream (Aam milkshake ice cream�ke�saath),68.35,9.18,1.93,2.8,9.11,0.23,1.3,69.36,1,Healthy,0.02823701536169368,0.9923747275607434,0.04096561814131725
Pineapple milkshake with ice cream (Ananas milkshake ice cream�ke�saath),68.49,9.33,1.93,2.75,9.2,0.42,1.3,68.78,1,Healthy,0.028179296247215956,0.9860664521987066,0.040151846984375066
Orange milkshake with ice cream (Narangi milkshake ice cream�ke�saath),67.82,9.15,1.95,2.75,9.0,0.16,1.3,69.8,0,Healthy,0.028752580359351923,0.9836065572695512,0.04054851076318861
Woodapple juice (Bel ka sharbat),34.18,6.51,0.63,0.7,5.75,1.03,0.0,11.85,0,Healthy,0.018431831479858638,0.8832565282821419,0.020479812755398483
Sattu drink,23.38,5.16,0.56,0.14,3.96,0.4,0.0,1.59,0,Healthy,0.023952095807358766,0.7674418603163872,0.005988023951839692
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,30.74,0.15,0.29,29.18,1.13,0.0,9.11,6,Moderate,0.0012366034624795004,0.9492517891688598,0.002390766694127034
Thandai,101.18,9.13,3.59,5.89,8.21,0.8,0.0,112.31,1,Healthy,0.03548132041870447,0.8992332967251662,0.058213085589462206
Cucumber sharbat (Kheere ka sharbat),27.28,6.64,0.26,0.06,5.46,0.78,0.0,6.49,1,Healthy,0.009530791788506935,0.8222891565026673,0.0021994134896554467
Apple oats chia seed smoothie,85.64,13.07,3.49,2.48,5.76,1.44,4.32,88.89,-1,Healthy,0.04075198505323736,0.44070390203208076,0.02895843063954976
Nannari sharbat,88.79,23.62,0.01,0.01,23.58,0.0,0.0,2.67,6,Moderate,0.0001126252956401326,0.9983065198561257,0.0001126252956401326
Semolina milk drink (Thari kanji),44.16,6.93,0.98,1.36,3.88,0.72,0.93,8.26,0,Healthy,0.022192028985004712,0.5598845598037685,0.03079710144857797
Saffron milk (Kesariya doodh),102.18,12.64,3.17,4.57,12.5,0.14,0.0,110.88,3,Moderate,0.0310236836951358,0.9889240505546737,0.04472499510623679
Black rice kheer (Chak-hao kheer),147.94,22.93,4.37,4.91,12.57,0.76,0.0,94.89,2,Healthy,0.029539002298029346,0.5481901438923598,0.03318913072844945
Coconut kheer (Nariyal ki kheer),162.61,14.42,3.4,10.55,13.73,1.53,3.22,89.52,5,Moderate,0.020908923190327108,0.9521497918895874,0.06487915872292677
Apple sago payasam (Seb aur sabudana ki kheer),136.5,14.4,3.13,7.66,10.63,0.38,10.85,102.11,4,Moderate,0.022930402930234944,0.7381944443931809,0.05611721611680501
Kesari bath,244.57,31.38,2.4,12.59,20.16,1.65,27.84,7.7,10,Moderate,0.009813141431860763,0.6424474187175766,0.05147810442796959
Putharekulu,318.3,59.61,3.66,7.55,23.86,1.75,18.39,6.11,7,Moderate,0.01149858623936067,0.40026841133366436,0.02371976123146805
Mango malpua,334.64,12.84,1.65,30.67,4.96,2.08,75.21,10.64,13,Unhealthy,0.0049306717666599015,0.3862928348608806,0.09165072914149042
Mango vanilla custard,147.63,18.41,3.43,7.04,14.62,0.99,0.35,84.86,3,Moderate,0.023233760075707963,0.7941336229878254,0.047686784528566784
Kiwi granola pudding,280.99,32.33,5.6,15.36,15.08,3.71,20.27,62.2,7,Moderate,0.019929534858820847,0.46643983914424875,0.05466386704133719
Oats burfi,425.19,62.47,8.89,17.27,32.93,4.96,10.33,128.58,12,Unhealthy,0.02090829981885532,0.5271330238430105,0.04061713586857495
Lotus seed halwa (Kamal gattay ka halwa),370.55,39.56,7.79,20.69,9.8,0.42,45.24,82.84,12,Unhealthy,0.021022803940032322,0.24772497471567936,0.055835919578853505
Amaranth ladoo (Rajgira ladoo),454.15,51.33,10.12,22.7,19.92,5.11,33.64,144.58,11,Unhealthy,0.02228338654624621,0.38807714785918423,0.04998348563239022
Chhena poda,344.57,33.64,13.68,17.94,30.65,1.4,3.31,295.29,14,Unhealthy,0.03970165713776678,0.9111177169764829,0.05206489247452749
Sweet couscous dessert,196.2,29.69,3.81,7.69,15.89,2.18,9.37,30.94,3,Moderate,0.019418960244549345,0.5351970360210442,0.03919469928624264
Sweetened yogurt (Shrikhand),107.18,16.02,5.27,2.89,15.81,0.08,9.95,183.02,1,Healthy,0.04916962119752593,0.9868913857061866,0.026963985817998096
Thickened sweetened milk (Rabri),102.79,10.55,3.52,5.35,10.09,0.19,0.0,111.87,2,Healthy,0.03424457632032061,0.9563981041747489,0.052047864577760006
Gram flour halwa (Besan halwa),276.79,25.78,5.88,17.3,15.83,1.82,33.12,77.42,10,Moderate,0.021243542035401408,0.6140418929164452,0.06250225802932728
Prawn sandwich,169.65,11.89,10.36,9.27,1.21,1.55,40.7,75.53,-1,Healthy,0.06106690244585283,0.10176619006713487,0.05464190981400152
Watercress sandwich,229.42,28.03,5.17,11.47,1.81,2.26,26.56,98.16,0,Healthy,0.022535088483904914,0.0645736710644105,0.0499956411818935
Fish sandwich ,150.2,10.09,4.72,10.37,1.04,1.23,8.41,47.28,1,Healthy,0.0314247669771543,0.10307234885004239,0.0690412782951462
Kidney bean sandwich with cottage cheese,176.64,18.86,9.85,6.84,3.69,3.66,2.67,166.63,-4,Healthy,0.05576313405765533,0.19565217390266956,0.03872282608673731
Finger millet biscuit (Ragi biscuit),458.56,52.69,4.03,25.79,16.9,5.97,64.19,207.04,11,Unhealthy,0.008788381018822426,0.32074397418256323,0.05624127704104972
Buttermilk biscuit,322.54,34.93,5.76,17.5,3.44,1.18,45.41,67.16,5,Moderate,0.017858250139462212,0.09848267964218488,0.05425683636121331
Lemon cookies,394.48,42.19,5.63,23.02,23.47,0.78,82.16,72.04,16,Unhealthy,0.014271952950683755,0.5562929604039751,0.05835530318379042
Sweet potato biscuit (Shakarkand ke biscuit),296.4,38.13,5.14,13.31,2.53,2.27,33.83,56.34,2,Healthy,0.01734143049926673,0.06635195384037891,0.044905533063276305
Raspberry shortbread cookies,441.12,61.25,3.0,21.25,40.86,0.75,54.36,13.81,21,Unhealthy,0.006800870511410045,0.6671020408054351,0.04817283278915449
Pumpkin cookies ,218.4,44.69,2.51,3.93,31.62,1.06,22.23,19.36,8,Moderate,0.01149267399262137,0.7075408368604266,0.017994505494423104
Greenpea cookies,159.42,23.07,6.53,4.24,14.45,5.32,0.0,48.45,-4,Healthy,0.04096098356516773,0.626354573011428,0.026596411993309525
Sunflower cookies,520.62,40.06,9.49,36.28,24.28,3.95,26.38,70.45,17,Unhealthy,0.0182282662978406,0.6060908636893138,0.06968614344422096
Cardamom cookies (Elaichi cookies),400.49,53.99,5.1,19.12,38.99,2.79,111.21,25.21,17,Unhealthy,0.012734400359527743,0.7221707723518769,0.047741516641994206
Hazelnut cookies,493.32,39.44,6.25,34.97,22.01,2.45,46.99,47.43,18,Unhealthy,0.012669261331361653,0.5580628803103941,0.07088705100123473
Milk cookies,459.43,48.43,10.49,24.96,22.06,0.99,67.93,251.59,16,Unhealthy,0.02283264044572006,0.4555027875189861,0.05432818927790017
Cranberry cookies,272.48,36.39,3.92,12.66,19.96,1.13,58.22,36.16,10,Moderate,0.014386376981744031,0.5485023357914675,0.04646212566042843
Olive biscuit,438.29,55.01,3.2,23.75,32.27,0.82,48.63,10.76,19,Unhealthy,0.007301102010067989,0.5866206144230756,0.05418786648097335
Tutti fruitti biscuit,420.78,53.12,5.21,17.9,15.75,5.43,44.48,23.81,8,Moderate,0.012381767194228857,0.29649849397032196,0.042540044678828506
Peach blueberry preserves,177.38,45.76,0.53,0.2,45.33,1.14,0.0,9.03,11,Unhealthy,0.0029879355056771457,0.9906031468314992,0.0011275228323309986
Pear preserves (Naashpati ka murabba),101.24,25.67,0.25,0.19,25.19,3.06,0.0,6.57,3,Moderate,0.002469379691797023,0.981301129685185,0.0018767285657657377
Starfruit preserves ,128.93,33.62,0.24,0.12,33.47,0.78,0.0,5.24,8,Moderate,0.0018614752190967076,0.9955383699882352,0.0009307376095483538
Gooseberry pickle (Amla ka achaar),278.58,7.61,1.55,27.61,0.36,3.7,0.0,31.17,9,Moderate,0.0055639313661944014,0.047306176077883545,0.09910977098104994
Lotus stem pickle (Kamal kakdi ka achar),102.69,20.07,1.44,1.6,2.53,8.58,0.0,137.73,-4,Healthy,0.014022787028785443,0.12605879421394822,0.015580874476428272
Date pickle (Khajoor ka achaar),182.29,34.66,1.68,4.21,30.47,5.2,0.0,41.49,3,Moderate,0.00921608426129126,0.8791113675453229,0.023095068297640603
Garlic pickle (Lahasun ka achar),413.62,9.75,3.72,39.88,2.32,5.13,0.0,54.66,10,Moderate,0.008993762390578324,0.23794871792431294,0.09641700111189881
Fermented bamboo shoot pickle (Mesu pickle),59.83,1.73,1.58,5.59,0.29,2.24,0.0,16.62,-1,Healthy,0.02640815644281451,0.16763005770657222,0.09343138893375512
Sweet peach pickle (Aadoo ka achaar),144.64,37.01,0.46,0.2,36.46,1.32,0.0,11.99,8,Moderate,0.0031803097344912873,0.9851391515540359,0.0013827433628222988
Pickled mustard greens ,13.12,1.05,1.51,0.22,0.02,1.7,0.0,81.44,-1,Healthy,0.11509146340586193,0.019047619029478456,0.01676829268164876
Small onion pickle ,16.86,2.76,1.65,0.64,2.99,1.09,0.0,31.95,-2,Healthy,0.09786476867746946,1.0833333329408215,0.03795966785065483
Green tomato pickle (Haray tamatar ka achaar),193.26,2.87,1.23,19.67,0.77,1.74,0.0,14.22,7,Moderate,0.006364483079755953,0.2682926828333475,0.10177998551121921
Pickled cabbage ,13.69,2.56,0.39,0.14,2.08,0.61,0.0,15.96,0,Healthy,0.028487947404785396,0.8124999996826172,0.010226442658128092
Coconut pickle (Nariyal ka aachar),517.26,11.53,3.02,51.71,8.98,6.35,0.0,44.78,12,Unhealthy,0.005838456482222019,0.7788378143296759,0.09996906778003331
Potato pickle (Aloo ka achaar),369.14,7.87,2.07,36.46,0.82,2.21,0.0,48.46,12,Unhealthy,0.005607628542001388,0.10419313848739603,0.09877011431950272
Mango murabba candy,293.35,77.32,0.27,0.05,74.73,0.95,0.0,16.55,12,Unhealthy,0.0009204022498690289,0.9665028453056583,0.00017044486108685718
Afghani chicken,151.51,1.95,15.66,9.07,0.83,0.31,42.14,35.14,-1,Healthy,0.10335951422280142,0.4256410254227482,0.05986403537680772
